date,channel,campaign_name,spend,revenue,impressions,clicks,conversions
2026-05-11,linkedin_ads,LINKEDIN_ADS - Promo,392.26,1360.51,14224,254,16
2026-05-11,email,EMAIL - Promo,657.81,1445.81,36330,519,17
2026-05-12,google_ads,GOOGLE_ADS - Promo,951.78,4705.6,62270,958,55
2026-05-12,meta_ads,META_ADS - Promo,749.4,1395.31,148005,1495,16
2026-05-12,tiktok_ads,TIKTOK_ADS - Promo,605.87,1856.26,30450,435,21
2026-05-12,linkedin_ads,LINKEDIN_ADS - Promo,290.23,1358.65,4590,153,15
2026-05-12,email,EMAIL - Promo,161.63,314.77,2860,130,3
2026-05-13,google_ads,GOOGLE_ADS - Promo,606.58,3284.97,16800,336,38
2026-05-13,meta_ads,META_ADS - Promo,741.62,1137.97,34485,627,13
2026-05-13,tiktok_ads,TIKTOK_ADS - Promo,276.37,492.44,6572,212,5
2026-05-13,linkedin_ads,LINKEDIN_ADS - Promo,682.54,3411.35,20776,424,40
2026-05-13,email,EMAIL - Promo,325.36,569.94,21242,559,6
2026-05-14,google_ads,GOOGLE_ADS - Promo,369.43,1205.63,9766,257,14
2026-05-14,meta_ads,META_ADS - Promo,203.18,478.33,25926,298,5
2026-05-14,tiktok_ads,TIKTOK_ADS - Promo,818.5,4395.57,19282,622,51
2026-05-14,linkedin_ads,LINKEDIN_ADS - Promo,723.64,3574.92,57321,579,42
2026-05-14,email,EMAIL - Promo,243.55,1161.74,9360,180,13
2026-05-15,google_ads,GOOGLE_ADS - Promo,374.51,1681.07,17255,595,19
2026-05-15,meta_ads,META_ADS - Promo,486.37,2411.71,12079,257,28
2026-05-15,tiktok_ads,TIKTOK_ADS - Promo,635.87,1748.76,54050,575,20
2026-05-15,linkedin_ads,LINKEDIN_ADS - Promo,873.26,4097.3,43475,925,48
2026-05-15,email,EMAIL - Promo,191.39,613.17,2496,104,7
2026-05-16,google_ads,GOOGLE_ADS - Promo,248.04,698.22,12925,275,8
2026-05-16,meta_ads,META_ADS - Promo,474.76,1486.08,57810,615,17
2026-05-16,tiktok_ads,TIKTOK_ADS - Promo,452.9,1364.31,73245,771,16
2026-05-16,linkedin_ads,LINKEDIN_ADS - Promo,657.59,2594.06,50199,577,30
2026-05-16,email,EMAIL - Promo,105.07,250.6,3520,64,2
2026-05-17,google_ads,GOOGLE_ADS - Promo,320.67,652.66,46265,487,7
2026-05-17,meta_ads,META_ADS - Promo,900.9,2753.82,22889,487,32
2026-05-17,tiktok_ads,TIKTOK_ADS - Promo,846.16,2778.75,64454,962,32
2026-05-17,linkedin_ads,LINKEDIN_ADS - Promo,128.58,276.38,4142,109,3
2026-05-17,email,EMAIL - Promo,407.2,899.8,10728,447,10
2026-05-18,google_ads,GOOGLE_ADS - Promo,158.17,766.1,7310,86,9
2026-05-18,meta_ads,META_ADS - Promo,429.43,1927.12,50560,790,22
2026-05-18,tiktok_ads,TIKTOK_ADS - Promo,153.76,582.69,9271,127,6
2026-05-18,linkedin_ads,LINKEDIN_ADS - Promo,366.04,888.78,4460,223,10
2026-05-18,email,EMAIL - Promo,733.24,1739.22,36990,1233,20
2026-05-19,google_ads,GOOGLE_ADS - Promo,154.03,669.07,3450,150,7
2026-05-19,meta_ads,META_ADS - Promo,624.63,1371.14,12325,425,16
2026-05-19,tiktok_ads,TIKTOK_ADS - Promo,396.87,1199.32,39292,418,14
2026-05-19,linkedin_ads,LINKEDIN_ADS - Promo,497.63,1197.8,20355,345,14
2026-05-19,email,EMAIL - Promo,683.57,1860.74,23012,1046,21
2026-05-20,google_ads,GOOGLE_ADS - Promo,703.46,1698.26,43400,620,19
2026-05-20,meta_ads,META_ADS - Promo,444.28,1969.09,8992,281,23
2026-05-20,tiktok_ads,TIKTOK_ADS - Promo,370.92,1925.2,19116,236,22
2026-05-20,linkedin_ads,LINKEDIN_ADS - Promo,213.48,1079.05,3782,122,12
2026-05-20,email,EMAIL - Promo,927.15,2156.66,30240,480,25
2026-05-21,google_ads,GOOGLE_ADS - Promo,365.61,1590.17,12416,194,18
2026-05-21,meta_ads,META_ADS - Promo,432.29,1758.51,18290,295,20
2026-05-21,tiktok_ads,TIKTOK_ADS - Promo,998.87,1917.47,69654,741,22
2026-05-21,linkedin_ads,LINKEDIN_ADS - Promo,491.74,2593.16,17158,373,30
2026-05-21,email,EMAIL - Promo,652.37,1464.85,28652,988,17
2026-05-22,google_ads,GOOGLE_ADS - Promo,735.58,2268.51,15584,487,26
2026-05-22,meta_ads,META_ADS - Promo,673.07,2340.87,27494,466,27
2026-05-22,tiktok_ads,TIKTOK_ADS - Promo,573.37,1319.46,29580,348,15
2026-05-22,linkedin_ads,LINKEDIN_ADS - Promo,157.64,850.44,6720,112,10
2026-05-22,email,EMAIL - Promo,524.99,998.83,22387,367,11
2026-05-23,google_ads,GOOGLE_ADS - Promo,905.83,4566.8,26994,818,53
2026-05-23,meta_ads,META_ADS - Promo,183.31,1006.38,19080,318,11
2026-05-23,tiktok_ads,TIKTOK_ADS - Promo,304.55,1128.19,10094,206,13
2026-05-23,linkedin_ads,LINKEDIN_ADS - Promo,188.66,924.97,4032,144,10
2026-05-23,email,EMAIL - Promo,364.57,1717.41,4179,199,20
2026-05-24,google_ads,GOOGLE_ADS - Promo,146.71,511.38,12432,148,6
2026-05-24,meta_ads,META_ADS - Promo,928.01,2799.19,21120,480,32
2026-05-24,tiktok_ads,TIKTOK_ADS - Promo,295.79,937.38,14415,155,11
2026-05-24,linkedin_ads,LINKEDIN_ADS - Promo,379.91,926.24,9952,311,10
2026-05-24,email,EMAIL - Promo,510.54,2345.41,23925,435,27
2026-05-25,google_ads,GOOGLE_ADS - Promo,670.95,3510.33,16856,392,41
2026-05-25,meta_ads,META_ADS - Promo,619.42,1685.9,23240,581,19
2026-05-25,tiktok_ads,TIKTOK_ADS - Promo,741.99,2740.23,19980,555,32
2026-05-25,linkedin_ads,LINKEDIN_ADS - Promo,615.57,1810.29,36828,594,21
2026-05-25,email,EMAIL - Promo,422.6,1167.7,29756,692,13
2026-05-26,google_ads,GOOGLE_ADS - Promo,936.75,3386.51,73123,881,39
2026-05-26,meta_ads,META_ADS - Promo,719.74,2419.95,35226,618,28
2026-05-26,tiktok_ads,TIKTOK_ADS - Promo,345.26,633.64,4475,179,7
2026-05-26,linkedin_ads,LINKEDIN_ADS - Promo,406.62,1261.84,10752,336,14
2026-05-26,email,EMAIL - Promo,747.99,3350.85,25172,899,39
2026-05-27,google_ads,GOOGLE_ADS - Promo,184.93,320.42,7784,139,3
2026-05-27,meta_ads,META_ADS - Promo,296.95,728.63,8840,170,8
2026-05-27,tiktok_ads,TIKTOK_ADS - Promo,763.94,2985.67,35292,519,35
2026-05-27,linkedin_ads,LINKEDIN_ADS - Promo,104.81,504.83,1449,69,5
2026-05-27,email,EMAIL - Promo,813.09,3489.38,19476,541,41
2026-05-28,google_ads,GOOGLE_ADS - Promo,269.98,727.12,4040,202,8
2026-05-28,meta_ads,META_ADS - Promo,699.03,3504.52,12920,380,41
2026-05-28,tiktok_ads,TIKTOK_ADS - Promo,703.3,2513.7,13356,371,29
2026-05-28,linkedin_ads,LINKEDIN_ADS - Promo,658.29,2436.14,14484,426,28
2026-05-28,email,EMAIL - Promo,647.15,3342.26,31744,512,39
2026-05-29,google_ads,GOOGLE_ADS - Promo,670.55,3416.15,85491,1239,40
2026-05-29,meta_ads,META_ADS - Promo,441.68,1528.22,5061,241,17
2026-05-29,tiktok_ads,TIKTOK_ADS - Promo,918.29,4207.87,35568,494,49
2026-05-29,linkedin_ads,LINKEDIN_ADS - Promo,769.88,2259.75,14858,391,26
2026-05-29,email,EMAIL - Promo,687.31,3230.54,20242,349,38
2026-05-30,google_ads,GOOGLE_ADS - Promo,179.68,735.01,12084,318,8
2026-05-30,meta_ads,META_ADS - Promo,320.65,1714.33,11368,196,20
2026-05-30,tiktok_ads,TIKTOK_ADS - Promo,615.23,1204.0,18512,356,14
2026-05-30,linkedin_ads,LINKEDIN_ADS - Promo,573.82,1155.4,40352,416,13
2026-05-30,email,EMAIL - Promo,952.06,1987.12,31158,577,23
2026-05-31,google_ads,GOOGLE_ADS - Promo,365.55,1518.19,14620,215,17
2026-05-31,meta_ads,META_ADS - Promo,910.59,3003.56,15841,511,35
2026-05-31,tiktok_ads,TIKTOK_ADS - Promo,355.43,1349.14,6006,273,15
2026-05-31,linkedin_ads,LINKEDIN_ADS - Promo,872.58,2849.12,49797,503,33
2026-05-31,email,EMAIL - Promo,829.2,3580.32,72010,758,42
2026-06-01,google_ads,GOOGLE_ADS - Promo,563.6,1425.78,24800,400,16
2026-06-01,meta_ads,META_ADS - Promo,302.89,1076.42,6232,164,12
2026-06-01,tiktok_ads,TIKTOK_ADS - Promo,826.26,4396.12,69540,1220,51
2026-06-01,linkedin_ads,LINKEDIN_ADS - Promo,544.18,2414.94,35992,409,28
2026-06-01,email,EMAIL - Promo,498.52,1844.89,24776,326,21
2026-06-02,google_ads,GOOGLE_ADS - Promo,472.95,2317.34,8439,291,27
2026-06-02,meta_ads,META_ADS - Promo,305.37,1033.34,21774,382,12
2026-06-02,tiktok_ads,TIKTOK_ADS - Promo,121.28,524.93,4346,82,6
2026-06-02,linkedin_ads,LINKEDIN_ADS - Promo,384.31,1187.49,35560,508,13
2026-06-02,email,EMAIL - Promo,381.33,1713.9,6734,259,20
2026-06-03,google_ads,GOOGLE_ADS - Promo,483.32,872.09,17664,276,10
2026-06-03,meta_ads,META_ADS - Promo,759.37,3197.55,61740,735,37
2026-06-03,tiktok_ads,TIKTOK_ADS - Promo,487.45,2163.96,43152,744,25
2026-06-03,linkedin_ads,LINKEDIN_ADS - Promo,828.61,1523.68,26102,421,17
2026-06-03,email,EMAIL - Promo,849.31,2242.12,28620,530,26
2026-06-04,google_ads,GOOGLE_ADS - Promo,795.16,1478.25,79500,1060,17
2026-06-04,meta_ads,META_ADS - Promo,393.87,1564.8,19888,452,18
2026-06-04,tiktok_ads,TIKTOK_ADS - Promo,851.65,3908.18,25110,558,45
2026-06-04,linkedin_ads,LINKEDIN_ADS - Promo,414.62,961.63,11051,257,11
2026-06-04,email,EMAIL - Promo,394.33,1089.6,23958,363,12
2026-06-05,google_ads,GOOGLE_ADS - Promo,493.73,2653.62,27768,312,31
2026-06-05,meta_ads,META_ADS - Promo,626.79,2044.88,21924,348,24
2026-06-05,tiktok_ads,TIKTOK_ADS - Promo,461.66,1758.13,11095,317,20
2026-06-05,linkedin_ads,LINKEDIN_ADS - Promo,992.16,3970.75,145136,1544,46
2026-06-05,email,EMAIL - Promo,223.38,1114.43,33345,351,13
2026-06-06,google_ads,GOOGLE_ADS - Promo,541.65,2403.34,44044,484,28
2026-06-06,meta_ads,META_ADS - Promo,754.19,1135.96,56985,655,13
2026-06-06,tiktok_ads,TIKTOK_ADS - Promo,137.59,572.71,8140,185,6
2026-06-06,linkedin_ads,LINKEDIN_ADS - Promo,215.77,1081.57,13439,151,12
2026-06-06,email,EMAIL - Promo,120.97,399.22,6724,82,4
2026-06-07,google_ads,GOOGLE_ADS - Promo,473.48,988.9,20800,650,11
2026-06-07,meta_ads,META_ADS - Promo,609.67,2913.55,82984,902,34
2026-06-07,tiktok_ads,TIKTOK_ADS - Promo,752.9,1360.1,94945,1117,16
2026-06-07,linkedin_ads,LINKEDIN_ADS - Promo,877.0,2782.21,54366,1326,32
2026-06-07,email,EMAIL - Promo,576.17,1285.63,13566,323,15
2026-06-08,google_ads,GOOGLE_ADS - Promo,629.82,2094.72,29547,441,24
2026-06-08,meta_ads,META_ADS - Promo,152.83,289.84,2652,78,3
2026-06-08,tiktok_ads,TIKTOK_ADS - Promo,119.1,651.72,4732,91,7
2026-06-08,linkedin_ads,LINKEDIN_ADS - Promo,565.47,1392.73,30363,1047,16
2026-06-08,email,EMAIL - Promo,954.78,3866.6,36256,1133,45
2026-06-09,google_ads,GOOGLE_ADS - Promo,411.31,2162.2,56112,668,25
2026-06-09,meta_ads,META_ADS - Promo,850.69,1578.58,49242,1698,18
2026-06-09,tiktok_ads,TIKTOK_ADS - Promo,460.16,1692.66,9774,362,19
2026-06-09,linkedin_ads,LINKEDIN_ADS - Promo,985.75,4775.5,42845,1045,56
2026-06-09,email,EMAIL - Promo,802.65,4261.9,86856,1034,50
2026-06-10,google_ads,GOOGLE_ADS - Promo,949.25,2126.37,72050,1441,25
2026-06-10,meta_ads,META_ADS - Promo,378.82,1662.06,18480,231,19
2026-06-10,tiktok_ads,TIKTOK_ADS - Promo,934.94,1447.86,28942,499,17
2026-06-10,linkedin_ads,LINKEDIN_ADS - Promo,164.01,598.66,17266,194,7
2026-06-10,email,EMAIL - Promo,507.7,2387.09,38718,478,28
2026-06-11,google_ads,GOOGLE_ADS - Promo,232.86,611.01,17765,187,7
2026-06-11,meta_ads,META_ADS - Promo,508.77,1502.22,10412,274,17
2026-06-11,tiktok_ads,TIKTOK_ADS - Promo,934.07,3833.41,22714,554,45
2026-06-11,linkedin_ads,LINKEDIN_ADS - Promo,921.08,1789.02,53120,640,21
2026-06-11,email,EMAIL - Promo,615.8,2665.04,34485,627,31
2026-06-12,google_ads,GOOGLE_ADS - Promo,354.83,1650.85,41474,466,19
2026-06-12,meta_ads,META_ADS - Promo,460.16,1629.23,18018,273,19
2026-06-12,tiktok_ads,TIKTOK_ADS - Promo,495.07,1770.05,34368,358,20
2026-06-12,linkedin_ads,LINKEDIN_ADS - Promo,897.21,1537.97,44003,557,18
2026-06-12,email,EMAIL - Promo,171.8,656.99,7638,201,7
2026-06-13,google_ads,GOOGLE_ADS - Promo,637.62,2759.27,30240,504,32
2026-06-13,meta_ads,META_ADS - Promo,655.22,1608.01,32264,436,18
2026-06-13,tiktok_ads,TIKTOK_ADS - Promo,483.13,769.01,21350,350,9
2026-06-13,linkedin_ads,LINKEDIN_ADS - Promo,812.28,3093.21,43559,1013,36
2026-06-13,email,EMAIL - Promo,896.4,3876.21,44144,496,45
2026-06-14,google_ads,GOOGLE_ADS - Promo,285.16,942.47,5590,215,11
2026-06-14,meta_ads,META_ADS - Promo,339.98,750.68,16443,189,8
2026-06-14,tiktok_ads,TIKTOK_ADS - Promo,844.57,3883.26,88071,947,45
2026-06-14,linkedin_ads,LINKEDIN_ADS - Promo,156.02,438.31,13261,149,5
2026-06-14,email,EMAIL - Promo,671.39,3674.25,14924,364,43
