date,channel,campaign_name,spend,revenue,impressions,clicks,conversions
2026-04-22,linkedin_ads,LINKEDIN_ADS - Promo,677.13,3350.45,34254,519,39
2026-04-22,email,EMAIL - Promo,548.51,2191.45,21114,621,25
2026-04-23,google_ads,GOOGLE_ADS - Promo,551.36,3006.68,17480,460,35
2026-04-23,meta_ads,META_ADS - Promo,777.6,4056.45,11620,581,47
2026-04-23,tiktok_ads,TIKTOK_ADS - Promo,870.26,1881.37,22644,666,22
2026-04-23,linkedin_ads,LINKEDIN_ADS - Promo,499.24,1693.05,25888,809,19
2026-04-23,email,EMAIL - Promo,650.69,1628.35,28224,448,19
2026-04-24,google_ads,GOOGLE_ADS - Promo,505.78,932.55,10233,379,10
2026-04-24,meta_ads,META_ADS - Promo,764.25,3216.91,24338,566,37
2026-04-24,tiktok_ads,TIKTOK_ADS - Promo,493.83,848.62,15800,395,9
2026-04-24,linkedin_ads,LINKEDIN_ADS - Promo,469.56,2163.72,27390,498,25
2026-04-24,email,EMAIL - Promo,535.56,2840.71,13754,299,33
2026-04-25,google_ads,GOOGLE_ADS - Promo,905.31,3658.85,12144,506,43
2026-04-25,meta_ads,META_ADS - Promo,804.7,3361.7,27417,481,39
2026-04-25,tiktok_ads,TIKTOK_ADS - Promo,804.03,3012.24,48880,611,35
2026-04-25,linkedin_ads,LINKEDIN_ADS - Promo,196.3,676.0,9911,187,7
2026-04-25,email,EMAIL - Promo,338.3,1787.9,8688,181,21
2026-04-26,google_ads,GOOGLE_ADS - Promo,635.2,1486.0,65954,673,17
2026-04-26,meta_ads,META_ADS - Promo,833.35,2832.37,44936,548,33
2026-04-26,tiktok_ads,TIKTOK_ADS - Promo,301.83,877.25,14042,413,10
2026-04-26,linkedin_ads,LINKEDIN_ADS - Promo,908.59,2675.27,28336,506,31
2026-04-26,email,EMAIL - Promo,287.59,1472.31,3402,162,17
2026-04-27,google_ads,GOOGLE_ADS - Promo,309.29,1196.66,6596,194,14
2026-04-27,meta_ads,META_ADS - Promo,348.26,581.59,6468,294,6
2026-04-27,tiktok_ads,TIKTOK_ADS - Promo,662.82,3020.09,31356,603,35
2026-04-27,linkedin_ads,LINKEDIN_ADS - Promo,939.47,1646.18,64325,775,19
2026-04-27,email,EMAIL - Promo,346.38,819.01,35640,440,9
2026-04-28,google_ads,GOOGLE_ADS - Promo,960.83,5040.74,73144,892,59
2026-04-28,meta_ads,META_ADS - Promo,453.45,800.21,13400,536,9
2026-04-28,tiktok_ads,TIKTOK_ADS - Promo,382.56,599.59,10593,321,7
2026-04-28,linkedin_ads,LINKEDIN_ADS - Promo,888.86,3333.83,55055,715,39
2026-04-28,email,EMAIL - Promo,322.62,904.68,17181,207,10
2026-04-29,google_ads,GOOGLE_ADS - Promo,100.64,421.3,2538,94,4
2026-04-29,meta_ads,META_ADS - Promo,186.38,669.87,3234,98,7
2026-04-29,tiktok_ads,TIKTOK_ADS - Promo,841.24,1636.5,66150,735,19
2026-04-29,linkedin_ads,LINKEDIN_ADS - Promo,612.93,3232.72,23436,756,38
2026-04-29,email,EMAIL - Promo,193.04,631.71,6240,156,7
2026-04-30,google_ads,GOOGLE_ADS - Promo,302.76,724.73,9296,166,8
2026-04-30,meta_ads,META_ADS - Promo,548.55,2445.07,54348,647,28
2026-04-30,tiktok_ads,TIKTOK_ADS - Promo,157.41,795.56,4134,106,9
2026-04-30,linkedin_ads,LINKEDIN_ADS - Promo,973.16,5072.51,44250,590,59
2026-04-30,email,EMAIL - Promo,633.1,2992.37,25542,473,35
2026-05-01,google_ads,GOOGLE_ADS - Promo,808.09,1814.69,44895,615,21
2026-05-01,meta_ads,META_ADS - Promo,959.94,3132.41,18144,648,36
2026-05-01,tiktok_ads,TIKTOK_ADS - Promo,167.56,366.0,6765,123,4
2026-05-01,linkedin_ads,LINKEDIN_ADS - Promo,299.59,1087.88,7020,180,12
2026-05-01,email,EMAIL - Promo,127.51,517.89,10062,129,6
2026-05-02,google_ads,GOOGLE_ADS - Promo,367.77,1862.86,6417,207,21
2026-05-02,meta_ads,META_ADS - Promo,100.65,235.24,12096,192,2
2026-05-02,tiktok_ads,TIKTOK_ADS - Promo,377.56,2071.86,29370,534,24
2026-05-02,linkedin_ads,LINKEDIN_ADS - Promo,629.36,1912.04,64818,831,22
2026-05-02,email,EMAIL - Promo,681.44,2737.65,71246,727,32
2026-05-03,google_ads,GOOGLE_ADS - Promo,987.26,3724.73,65337,751,43
2026-05-03,meta_ads,META_ADS - Promo,679.01,1530.21,29450,589,18
2026-05-03,tiktok_ads,TIKTOK_ADS - Promo,610.16,2425.13,50246,679,28
2026-05-03,linkedin_ads,LINKEDIN_ADS - Promo,972.83,3291.25,121352,1379,38
2026-05-03,email,EMAIL - Promo,955.08,4804.93,45510,615,56
2026-05-04,google_ads,GOOGLE_ADS - Promo,530.03,1991.27,42930,477,23
2026-05-04,meta_ads,META_ADS - Promo,918.26,1628.11,55760,656,19
2026-05-04,tiktok_ads,TIKTOK_ADS - Promo,384.63,1072.45,31262,406,12
2026-05-04,linkedin_ads,LINKEDIN_ADS - Promo,359.95,900.49,18154,313,10
2026-05-04,email,EMAIL - Promo,159.97,624.05,10695,115,7
2026-05-05,google_ads,GOOGLE_ADS - Promo,398.35,1055.31,14329,623,12
2026-05-05,meta_ads,META_ADS - Promo,481.27,1183.66,40356,684,13
2026-05-05,tiktok_ads,TIKTOK_ADS - Promo,898.0,2138.05,50778,558,25
2026-05-05,linkedin_ads,LINKEDIN_ADS - Promo,355.48,1080.21,16200,180,12
2026-05-05,email,EMAIL - Promo,977.63,2228.33,18480,924,26
2026-05-06,google_ads,GOOGLE_ADS - Promo,316.9,713.34,19740,282,8
2026-05-06,meta_ads,META_ADS - Promo,986.1,2586.77,25696,584,30
2026-05-06,tiktok_ads,TIKTOK_ADS - Promo,906.01,4104.78,41650,833,48
2026-05-06,linkedin_ads,LINKEDIN_ADS - Promo,168.48,372.1,8804,142,4
2026-05-06,email,EMAIL - Promo,168.65,471.46,21148,311,5
2026-05-07,google_ads,GOOGLE_ADS - Promo,346.09,624.5,14628,212,7
2026-05-07,meta_ads,META_ADS - Promo,799.54,1204.47,119412,1284,14
2026-05-07,tiktok_ads,TIKTOK_ADS - Promo,844.07,2608.73,43645,1015,30
2026-05-07,linkedin_ads,LINKEDIN_ADS - Promo,612.88,3182.03,25515,315,37
2026-05-07,email,EMAIL - Promo,741.37,2123.43,41820,1230,24
2026-05-08,google_ads,GOOGLE_ADS - Promo,174.48,394.51,5184,96,4
2026-05-08,meta_ads,META_ADS - Promo,641.47,3447.13,39072,1221,40
2026-05-08,tiktok_ads,TIKTOK_ADS - Promo,365.23,1371.76,28353,727,16
2026-05-08,linkedin_ads,LINKEDIN_ADS - Promo,566.05,1440.77,68306,833,16
2026-05-08,email,EMAIL - Promo,235.67,1012.42,9800,175,11
2026-05-09,google_ads,GOOGLE_ADS - Promo,835.95,2760.89,42225,563,32
2026-05-09,meta_ads,META_ADS - Promo,141.93,690.37,6080,152,8
2026-05-09,tiktok_ads,TIKTOK_ADS - Promo,834.88,3671.65,27144,754,43
2026-05-09,linkedin_ads,LINKEDIN_ADS - Promo,345.36,864.05,14718,223,10
2026-05-09,email,EMAIL - Promo,911.3,3020.13,23534,574,35
2026-05-10,google_ads,GOOGLE_ADS - Promo,443.47,2226.19,11550,275,26
2026-05-10,meta_ads,META_ADS - Promo,208.39,710.59,8427,159,8
2026-05-10,tiktok_ads,TIKTOK_ADS - Promo,200.88,853.86,2530,110,10
2026-05-10,linkedin_ads,LINKEDIN_ADS - Promo,273.06,1186.81,12200,244,13
2026-05-10,email,EMAIL - Promo,264.81,1313.28,15778,161,15
2026-05-11,google_ads,GOOGLE_ADS - Promo,448.04,1942.64,21780,330,22
2026-05-11,meta_ads,META_ADS - Promo,538.59,1014.83,59820,997,11
2026-05-11,tiktok_ads,TIKTOK_ADS - Promo,915.5,3163.49,50410,710,37
2026-05-11,linkedin_ads,LINKEDIN_ADS - Promo,907.87,4301.01,12908,461,50
2026-05-11,email,EMAIL - Promo,344.37,1609.91,23534,287,18
2026-05-12,google_ads,GOOGLE_ADS - Promo,540.81,2655.17,19929,273,31
2026-05-12,meta_ads,META_ADS - Promo,653.96,2067.09,16802,542,24
2026-05-12,tiktok_ads,TIKTOK_ADS - Promo,430.52,1507.24,22704,528,17
2026-05-12,linkedin_ads,LINKEDIN_ADS - Promo,902.41,1534.7,71967,1043,18
2026-05-12,email,EMAIL - Promo,797.66,4323.01,89175,1189,50
2026-05-13,google_ads,GOOGLE_ADS - Promo,454.76,1920.8,23217,327,22
2026-05-13,meta_ads,META_ADS - Promo,883.02,2123.39,16198,623,24
2026-05-13,tiktok_ads,TIKTOK_ADS - Promo,833.14,2612.66,32781,669,30
2026-05-13,linkedin_ads,LINKEDIN_ADS - Promo,734.04,1264.82,23220,516,14
2026-05-13,email,EMAIL - Promo,218.83,466.38,9061,221,5
2026-05-14,google_ads,GOOGLE_ADS - Promo,678.5,3315.37,71162,782,39
2026-05-14,meta_ads,META_ADS - Promo,180.4,358.79,19404,294,4
2026-05-14,tiktok_ads,TIKTOK_ADS - Promo,510.74,2079.93,39732,473,24
2026-05-14,linkedin_ads,LINKEDIN_ADS - Promo,617.19,1440.59,9222,318,16
2026-05-14,email,EMAIL - Promo,809.3,1404.53,106355,1195,16
2026-05-15,google_ads,GOOGLE_ADS - Promo,877.84,4609.26,104768,1637,54
2026-05-15,meta_ads,META_ADS - Promo,446.14,1761.42,15834,377,20
2026-05-15,tiktok_ads,TIKTOK_ADS - Promo,562.14,2669.41,36792,504,31
2026-05-15,linkedin_ads,LINKEDIN_ADS - Promo,575.08,2542.3,14592,456,29
2026-05-15,email,EMAIL - Promo,973.85,4524.95,36582,938,53
2026-05-16,google_ads,GOOGLE_ADS - Promo,695.43,1189.75,10773,399,13
2026-05-16,meta_ads,META_ADS - Promo,766.6,1629.07,69184,752,19
2026-05-16,tiktok_ads,TIKTOK_ADS - Promo,263.87,1217.07,16443,203,14
2026-05-16,linkedin_ads,LINKEDIN_ADS - Promo,890.84,2967.87,82544,938,34
2026-05-16,email,EMAIL - Promo,954.83,3309.54,27825,525,38
2026-05-17,google_ads,GOOGLE_ADS - Promo,316.59,1196.69,19000,250,14
2026-05-17,meta_ads,META_ADS - Promo,745.6,3893.16,18832,428,45
2026-05-17,tiktok_ads,TIKTOK_ADS - Promo,659.58,1799.5,38997,619,21
2026-05-17,linkedin_ads,LINKEDIN_ADS - Promo,839.38,4400.37,14250,570,51
2026-05-17,email,EMAIL - Promo,618.42,3192.67,29348,319,37
2026-05-18,google_ads,GOOGLE_ADS - Promo,398.93,862.67,48692,518,10
2026-05-18,meta_ads,META_ADS - Promo,368.41,1244.86,7776,243,14
2026-05-18,tiktok_ads,TIKTOK_ADS - Promo,378.29,866.24,17424,396,10
2026-05-18,linkedin_ads,LINKEDIN_ADS - Promo,771.31,3140.46,13104,546,36
2026-05-18,email,EMAIL - Promo,608.95,2917.08,10968,457,34
2026-05-19,google_ads,GOOGLE_ADS - Promo,186.79,427.89,11368,116,5
2026-05-19,meta_ads,META_ADS - Promo,506.44,2171.39,16430,310,25
2026-05-19,tiktok_ads,TIKTOK_ADS - Promo,430.45,1811.63,7776,216,21
2026-05-19,linkedin_ads,LINKEDIN_ADS - Promo,293.88,1252.68,11266,262,14
2026-05-19,email,EMAIL - Promo,542.72,2427.58,7857,291,28
2026-05-20,google_ads,GOOGLE_ADS - Promo,574.42,3126.05,20580,294,36
2026-05-20,meta_ads,META_ADS - Promo,200.06,915.71,3358,146,10
2026-05-20,tiktok_ads,TIKTOK_ADS - Promo,472.69,1541.75,35500,500,18
2026-05-20,linkedin_ads,LINKEDIN_ADS - Promo,250.67,414.83,25116,299,4
2026-05-20,email,EMAIL - Promo,564.65,1910.07,58705,995,22
2026-05-21,google_ads,GOOGLE_ADS - Promo,730.18,3113.02,19188,533,36
2026-05-21,meta_ads,META_ADS - Promo,931.95,2160.19,66033,667,25
2026-05-21,tiktok_ads,TIKTOK_ADS - Promo,828.44,2616.03,92594,1382,30
2026-05-21,linkedin_ads,LINKEDIN_ADS - Promo,426.15,1032.34,22892,236,12
2026-05-21,email,EMAIL - Promo,235.39,436.53,5850,195,5
2026-05-22,google_ads,GOOGLE_ADS - Promo,424.12,1069.93,5368,244,12
2026-05-22,meta_ads,META_ADS - Promo,391.84,787.15,17476,257,9
2026-05-22,tiktok_ads,TIKTOK_ADS - Promo,793.8,3318.59,54782,559,39
2026-05-22,linkedin_ads,LINKEDIN_ADS - Promo,431.51,1456.33,26414,281,17
2026-05-22,email,EMAIL - Promo,695.68,1748.27,124362,1323,20
2026-05-23,google_ads,GOOGLE_ADS - Promo,309.62,1080.73,30048,313,12
2026-05-23,meta_ads,META_ADS - Promo,848.18,1969.5,22000,440,23
2026-05-23,tiktok_ads,TIKTOK_ADS - Promo,413.31,817.71,14625,225,9
2026-05-23,linkedin_ads,LINKEDIN_ADS - Promo,689.48,1659.05,28158,494,19
2026-05-23,email,EMAIL - Promo,339.48,1376.98,20996,362,16
2026-05-24,google_ads,GOOGLE_ADS - Promo,414.96,1769.95,10360,259,20
2026-05-24,meta_ads,META_ADS - Promo,834.14,1718.11,32832,456,20
2026-05-24,tiktok_ads,TIKTOK_ADS - Promo,527.67,2816.29,33702,822,33
2026-05-24,linkedin_ads,LINKEDIN_ADS - Promo,931.73,2451.33,38556,476,28
2026-05-24,email,EMAIL - Promo,242.57,1012.74,15312,174,11
2026-05-25,google_ads,GOOGLE_ADS - Promo,647.68,1838.36,32944,1136,21
2026-05-25,meta_ads,META_ADS - Promo,769.83,3644.8,126225,1485,42
2026-05-25,tiktok_ads,TIKTOK_ADS - Promo,834.22,3535.61,29925,475,41
2026-05-25,linkedin_ads,LINKEDIN_ADS - Promo,418.35,757.1,20368,304,8
2026-05-25,email,EMAIL - Promo,331.34,1202.01,12675,169,14
2026-05-26,google_ads,GOOGLE_ADS - Promo,552.01,1926.33,53058,717,22
2026-05-26,meta_ads,META_ADS - Promo,257.97,1396.81,12155,143,16
2026-05-26,tiktok_ads,TIKTOK_ADS - Promo,294.08,1401.66,4774,154,16
2026-05-26,linkedin_ads,LINKEDIN_ADS - Promo,179.33,904.63,23100,350,10
2026-05-26,email,EMAIL - Promo,734.61,3585.1,14168,506,42
2026-05-27,google_ads,GOOGLE_ADS - Promo,239.31,743.12,2860,143,8
2026-05-27,meta_ads,META_ADS - Promo,918.01,2515.25,38340,540,29
2026-05-27,tiktok_ads,TIKTOK_ADS - Promo,419.62,759.27,38250,425,8
2026-05-27,linkedin_ads,LINKEDIN_ADS - Promo,186.73,306.15,11376,144,3
2026-05-27,email,EMAIL - Promo,784.2,2575.52,31955,415,30
2026-05-28,google_ads,GOOGLE_ADS - Promo,776.82,3739.46,15345,495,43
2026-05-28,meta_ads,META_ADS - Promo,803.47,3855.23,14388,654,45
2026-05-28,tiktok_ads,TIKTOK_ADS - Promo,338.77,1019.81,4368,182,11
2026-05-28,linkedin_ads,LINKEDIN_ADS - Promo,763.67,3036.4,71040,740,35
2026-05-28,email,EMAIL - Promo,697.14,1883.09,57288,651,22
2026-05-29,google_ads,GOOGLE_ADS - Promo,667.83,2774.46,49774,607,32
2026-05-29,meta_ads,META_ADS - Promo,677.04,1733.1,19920,664,20
2026-05-29,tiktok_ads,TIKTOK_ADS - Promo,843.09,2057.37,42427,551,24
2026-05-29,linkedin_ads,LINKEDIN_ADS - Promo,176.34,373.53,10140,169,4
2026-05-29,email,EMAIL - Promo,866.68,4722.55,52584,626,55
2026-05-30,google_ads,GOOGLE_ADS - Promo,722.09,2138.6,28478,491,25
2026-05-30,meta_ads,META_ADS - Promo,993.4,3937.37,19474,749,46
2026-05-30,tiktok_ads,TIKTOK_ADS - Promo,236.5,804.98,23161,437,9
2026-05-30,linkedin_ads,LINKEDIN_ADS - Promo,439.0,1596.87,49230,547,18
2026-05-30,email,EMAIL - Promo,993.16,2043.5,25788,614,24
2026-05-31,google_ads,GOOGLE_ADS - Promo,158.75,793.55,5824,182,9
2026-05-31,meta_ads,META_ADS - Promo,565.88,2658.58,32093,479,31
2026-05-31,tiktok_ads,TIKTOK_ADS - Promo,798.5,3666.2,45480,758,43
2026-05-31,linkedin_ads,LINKEDIN_ADS - Promo,483.17,2614.53,14934,393,30
2026-05-31,email,EMAIL - Promo,717.68,2239.32,21164,407,26
2026-06-01,google_ads,GOOGLE_ADS - Promo,909.76,2232.85,35226,927,26
2026-06-01,meta_ads,META_ADS - Promo,477.56,1039.9,20087,379,12
2026-06-01,tiktok_ads,TIKTOK_ADS - Promo,698.36,1721.52,15093,559,20
2026-06-01,linkedin_ads,LINKEDIN_ADS - Promo,958.01,4426.64,45696,672,52
2026-06-01,email,EMAIL - Promo,132.8,653.74,5016,76,7
2026-06-02,google_ads,GOOGLE_ADS - Promo,802.3,2812.51,43940,845,33
2026-06-02,meta_ads,META_ADS - Promo,523.06,2204.16,26226,282,25
2026-06-02,tiktok_ads,TIKTOK_ADS - Promo,961.9,2703.48,91321,1363,31
2026-06-02,linkedin_ads,LINKEDIN_ADS - Promo,250.96,644.48,8140,220,7
2026-06-02,email,EMAIL - Promo,873.25,3718.46,38208,796,43
2026-06-03,google_ads,GOOGLE_ADS - Promo,234.53,603.48,11544,156,7
2026-06-03,meta_ads,META_ADS - Promo,186.7,528.28,5040,180,6
2026-06-03,tiktok_ads,TIKTOK_ADS - Promo,639.99,2366.88,28875,875,27
2026-06-03,linkedin_ads,LINKEDIN_ADS - Promo,935.02,2158.77,25452,707,25
2026-06-03,email,EMAIL - Promo,926.36,4578.93,15192,633,53
2026-06-04,google_ads,GOOGLE_ADS - Promo,784.98,1771.96,41062,419,20
2026-06-04,meta_ads,META_ADS - Promo,230.88,1129.11,5125,125,13
2026-06-04,tiktok_ads,TIKTOK_ADS - Promo,120.49,515.48,4824,67,6
2026-06-04,linkedin_ads,LINKEDIN_ADS - Promo,805.06,3261.03,34340,404,38
2026-06-04,email,EMAIL - Promo,689.72,3458.87,62333,751,40
2026-06-05,google_ads,GOOGLE_ADS - Promo,416.12,732.08,7766,353,8
2026-06-05,meta_ads,META_ADS - Promo,635.24,1190.37,11902,541,14
2026-06-05,tiktok_ads,TIKTOK_ADS - Promo,528.98,2551.21,14308,292,30
2026-06-05,linkedin_ads,LINKEDIN_ADS - Promo,484.8,810.35,35264,608,9
2026-06-05,email,EMAIL - Promo,890.42,2296.07,32600,815,27
2026-06-06,google_ads,GOOGLE_ADS - Promo,455.67,1374.36,76824,792,16
2026-06-06,meta_ads,META_ADS - Promo,605.66,1137.35,29154,678,13
2026-06-06,tiktok_ads,TIKTOK_ADS - Promo,385.8,1696.35,11952,249,19
2026-06-06,linkedin_ads,LINKEDIN_ADS - Promo,204.25,979.52,4988,172,11
2026-06-06,email,EMAIL - Promo,517.41,2380.61,27144,312,28
2026-06-07,google_ads,GOOGLE_ADS - Promo,888.25,2824.41,107940,1285,33
2026-06-07,meta_ads,META_ADS - Promo,725.43,2567.49,84630,1209,30
2026-06-07,tiktok_ads,TIKTOK_ADS - Promo,224.59,1180.04,18270,290,13
2026-06-07,linkedin_ads,LINKEDIN_ADS - Promo,588.75,3220.1,52569,531,37
2026-06-07,email,EMAIL - Promo,990.41,3708.58,81426,993,43
2026-06-08,google_ads,GOOGLE_ADS - Promo,224.35,442.27,22841,251,5
2026-06-08,meta_ads,META_ADS - Promo,460.84,833.88,28665,315,9
2026-06-08,tiktok_ads,TIKTOK_ADS - Promo,900.72,2674.0,73150,950,31
2026-06-08,linkedin_ads,LINKEDIN_ADS - Promo,413.0,2224.47,30996,369,26
2026-06-08,email,EMAIL - Promo,859.6,4462.4,73450,1469,52
2026-06-09,google_ads,GOOGLE_ADS - Promo,904.14,4333.75,41820,615,50
2026-06-09,meta_ads,META_ADS - Promo,225.05,436.1,8192,128,5
2026-06-09,tiktok_ads,TIKTOK_ADS - Promo,561.75,2249.04,11288,332,26
2026-06-09,linkedin_ads,LINKEDIN_ADS - Promo,496.98,2450.39,20064,264,28
2026-06-09,email,EMAIL - Promo,975.01,4673.34,76531,841,54
2026-06-10,google_ads,GOOGLE_ADS - Promo,391.49,1038.62,25234,407,12
2026-06-10,meta_ads,META_ADS - Promo,374.0,2040.38,8496,236,24
2026-06-10,tiktok_ads,TIKTOK_ADS - Promo,942.81,3388.59,58759,877,39
2026-06-10,linkedin_ads,LINKEDIN_ADS - Promo,914.0,2992.34,50049,747,35
2026-06-10,email,EMAIL - Promo,804.96,1661.59,39570,1319,19
2026-06-11,google_ads,GOOGLE_ADS - Promo,587.4,2682.47,59778,729,31
2026-06-11,meta_ads,META_ADS - Promo,805.33,4378.87,22785,465,51
2026-06-11,tiktok_ads,TIKTOK_ADS - Promo,444.33,2434.89,17298,558,28
2026-06-11,linkedin_ads,LINKEDIN_ADS - Promo,846.32,4618.04,11840,592,54
2026-06-11,email,EMAIL - Promo,829.16,3673.49,36378,774,43
2026-06-12,google_ads,GOOGLE_ADS - Promo,461.72,844.17,14960,272,9
2026-06-12,meta_ads,META_ADS - Promo,783.16,3506.65,50344,899,41
2026-06-12,tiktok_ads,TIKTOK_ADS - Promo,483.67,1074.55,36360,404,12
2026-06-12,linkedin_ads,LINKEDIN_ADS - Promo,756.84,3350.91,30870,441,39
2026-06-12,email,EMAIL - Promo,356.67,1190.78,31324,382,14
2026-06-13,google_ads,GOOGLE_ADS - Promo,266.54,1119.82,18592,332,13
2026-06-13,meta_ads,META_ADS - Promo,369.64,1687.45,12520,313,19
2026-06-13,tiktok_ads,TIKTOK_ADS - Promo,996.86,5434.1,69432,789,63
2026-06-13,linkedin_ads,LINKEDIN_ADS - Promo,550.78,1693.21,21604,982,19
2026-06-13,email,EMAIL - Promo,946.46,3057.4,83980,1235,35
2026-06-14,google_ads,GOOGLE_ADS - Promo,627.38,3421.96,17917,779,40
2026-06-14,meta_ads,META_ADS - Promo,467.38,1267.04,33264,528,14
2026-06-14,tiktok_ads,TIKTOK_ADS - Promo,761.2,3683.02,51936,541,43
2026-06-14,linkedin_ads,LINKEDIN_ADS - Promo,318.69,1178.26,22248,309,13
2026-06-14,email,EMAIL - Promo,626.33,970.61,25608,388,11
